ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1615,Easy,128,1,0
2,1703,Easy,129,1,0
3,1791,Normal,131,1,0
4,1879,Normal,132,1,1
5,1967,Normal,134,1,0
6,2056,Normal,135,1,0
7,2144,Normal,136,1,2
8,2232,Normal,138,1,0
9,2320,Normal,139,1,0
10,2408,Normal,141,1,3
11,2496,Normal,142,1,0
12,2584,Normal,144,1,0
13,2672,Hard,145,1,4
14,2760,Hard,146,1,5
15,2848,Hard,148,1,0
16,2937,Hard,149,1,0
17,3025,Hard,151,1,6
18,3113,Hard,152,1,0
19,3201,Hard,153,1,7
20,3289,Hard,155,1,0
21,3377,Hard,156,1,0
22,3465,Hard,158,1,5
23,3553,Hard,159,1,0
24,3641,Hard,161,1,2
25,3729,HardCode,162,1,0
26,3818,HardCode,163,1,1
27,3906,HardCode,165,1,0
28,3994,HardCode,166,1,3
29,4170,HardCode,169,1,0
30,10210,HardCode,170,1,5
