ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1450,Normal,117,1,2
2,1526,Normal,118,1,0
3,1603,Normal,120,1,0
4,1679,Normal,121,1,5
5,1756,Normal,123,1,0
6,1832,Normal,124,1,7
7,1908,Normal,125,1,0
8,1985,Normal,127,1,0
9,2061,Normal,128,1,1
10,2137,Hard,130,1,0
11,2214,Hard,131,1,0
12,2290,Hard,133,1,0
13,2367,Hard,134,1,6
14,2443,Hard,135,1,0
15,2519,Hard,137,1,0
16,2596,Hard,138,1,5
17,2672,Hard,140,1,0
18,2748,Hard,141,1,0
19,2825,Hard,142,1,0
20,2901,Hard,144,1,7
21,2978,HardCode,145,1,0
22,3054,HardCode,147,1,0
23,3130,HardCode,148,1,0
24,3207,HardCode,150,1,3
25,3283,HardCode,151,1,0
26,3359,HardCode,152,1,2
27,3436,HardCode,154,1,0
28,3512,HardCode,155,1,4
29,3665,HardCode,158,1,0
30,9225,HardCode,159,1,3
