ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1435,Normal,116,1,0
2,1510,Normal,117,1,0
3,1586,Normal,119,1,3
4,1661,Normal,120,1,0
5,1736,Normal,122,1,0
6,1812,Normal,123,1,4
7,1887,Normal,124,1,0
8,1962,Normal,126,1,5
9,2038,Normal,127,1,0
10,2113,Normal,129,1,1
11,2188,Normal,130,1,0
12,2264,Normal,132,1,0
13,2339,Hard,133,1,6
14,2414,Hard,134,1,0
15,2490,Hard,136,1,2
16,2565,Hard,137,1,0
17,2641,Hard,139,1,7
18,2716,Hard,140,1,0
19,2791,Hard,141,1,0
20,2867,Hard,143,1,5
21,2942,Hard,144,1,0
22,3017,Hard,146,1,1
23,3093,HardCode,147,1,0
24,3168,HardCode,149,1,3
25,3243,HardCode,150,1,0
26,3319,HardCode,151,1,5
27,3394,HardCode,153,1,0
28,3469,HardCode,154,1,7
29,3620,HardCode,157,1,0
30,9120,HardCode,158,1,6
