ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,980,Easy,79,1,0
2,1018,Easy,80,1,1
3,1057,Easy,82,1,0
4,1095,Easy,83,1,0
5,1134,Normal,85,1,1
6,1172,Normal,86,1,1
7,1211,Normal,87,1,0
8,1249,Normal,89,1,1
9,1288,Normal,90,1,0
10,1326,Normal,91,1,1
11,1364,Normal,93,1,0
12,1403,Normal,94,1,0
13,1441,Normal,96,1,1
14,1480,Normal,97,1,0
15,1518,Normal,98,1,0
16,1557,Hard,100,1,1
17,1595,Hard,101,1,0
18,1634,Hard,102,1,0
19,1672,Hard,104,1,1
20,1711,Hard,105,1,0
21,1749,Hard,107,1,0
22,1787,Hard,108,1,1
23,1826,Hard,109,1,0
24,1864,Hard,111,1,0
25,1903,Hard,112,1,1
26,1941,Hard,113,1,0
27,1980,HardCode,115,1,1
28,2018,HardCode,116,1,0
29,2095,HardCode,119,1,0
30,4730,HardCode,120,1,1
