ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1120,Normal,93,1,0
2,1171,Normal,94,1,0
3,1221,Normal,96,1,0
4,1272,Normal,97,1,0
5,1322,Hard,99,1,0
6,1373,Hard,100,1,0
7,1423,Hard,101,1,1
8,1474,Hard,103,1,1
9,1524,Hard,104,1,1
10,1575,Hard,105,1,0
11,1625,Hard,107,1,0
12,1676,Hard,108,1,2
13,1726,Hard,110,1,0
14,1777,Hard,111,1,0
15,1827,Hard,112,1,3
16,1878,Hard,114,1,0
17,1928,Hard,115,1,0
18,1979,Hard,116,1,0
19,2029,Hard,118,1,4
20,2080,Hard,119,1,0
21,2130,Hard,121,1,0
22,2181,HardCode,122,1,0
23,2231,HardCode,123,1,5
24,2282,HardCode,125,1,0
25,2332,HardCode,126,1,0
26,2383,HardCode,127,1,6
27,2433,HardCode,129,1,0
28,2484,HardCode,130,1,0
29,2585,HardCode,133,1,0
30,6200,HardCode,134,1,7
