ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1540,Easy,123,1,2
2,1623,Normal,124,1,0
3,1705,Normal,126,1,0
4,1788,Normal,127,1,4
5,1870,Normal,129,1,0
6,1953,Normal,130,1,6
7,2036,Normal,131,1,0
8,2118,Normal,133,1,7
9,2201,Normal,134,1,0
10,2283,Normal,136,1,5
11,2366,Normal,137,1,0
12,2448,Normal,139,1,0
13,2531,Hard,140,1,3
14,2614,Hard,141,1,0
15,2696,Hard,143,1,0
16,2779,Hard,144,1,1
17,2861,Hard,146,1,0
18,2944,Hard,147,1,0
19,3027,Hard,148,1,2
20,3109,Hard,150,1,0
21,3192,Hard,151,1,0
22,3274,Hard,153,1,4
23,3357,HardCode,154,1,0
24,3439,HardCode,156,1,6
25,3522,HardCode,157,1,0
26,3605,HardCode,158,1,7
27,3687,HardCode,160,1,0
28,3770,HardCode,161,1,0
29,3935,HardCode,164,1,5
30,9895,HardCode,165,1,6
