ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,120,Easy,42,1,3
2,133,Normal,43,1,3
3,146,Normal,44,1,3
4,159,Normal,45,1,3
5,172,Normal,46,1,3
6,186,Normal,47,1,3
7,199,Normal,48,1,3
8,212,Normal,49,1,3
9,225,Normal,50,1,3
10,238,Normal,51,1,3
11,251,Normal,52,1,3
12,264,Normal,53,1,3
13,277,Normal,54,1,3
14,290,Normal,55,1,3
15,303,Normal,56,1,3
16,317,Hard,58,1,3
17,330,Hard,59,1,3
18,343,Hard,60,1,3
19,356,Hard,61,1,3
20,369,Hard,62,1,3
21,382,Hard,63,1,3
22,395,Hard,64,1,3
23,408,Hard,65,1,3
24,421,Hard,66,1,3
25,434,HardCode,67,1,3
26,448,HardCode,68,1,3
27,461,HardCode,69,1,3
28,474,HardCode,70,1,3
29,500,HardCode,72,1,3
30,700,HardCode,72,1,3
