ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,300,Easy,47,1,0
2,321,Normal,48,1,0
3,341,Normal,50,1,0
4,362,Normal,51,1,0
5,383,Normal,52,1,0
6,403,Normal,54,1,0
7,424,Normal,55,1,0
8,445,Hard,56,1,0
9,466,Hard,57,1,0
10,486,Hard,59,1,0
11,507,Hard,60,1,0
12,528,Hard,61,1,0
13,548,Hard,63,1,0
14,569,Hard,64,1,0
15,590,Hard,65,1,0
16,610,Hard,67,1,0
17,631,Hard,68,1,0
18,652,Hard,69,1,0
19,672,Hard,71,1,0
20,693,Hard,72,1,0
21,714,Hard,73,1,0
22,734,HardCode,75,1,0
23,755,HardCode,76,1,0
24,776,HardCode,77,1,0
25,797,HardCode,78,1,0
26,817,HardCode,80,1,0
27,838,HardCode,81,1,0
28,859,HardCode,82,1,0
29,900,HardCode,85,1,0
30,1500,HardCode,86,1,0
