ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,890,Easy,70,1,6
2,921,Normal,71,1,5
3,951,Normal,73,1,4
4,982,Normal,74,1,3
5,1013,Normal,76,1,2
6,1043,Normal,77,1,1
7,1074,Normal,78,1,6
8,1105,Normal,80,1,5
9,1136,Normal,81,1,4
10,1166,Normal,82,1,3
11,1197,Normal,84,1,2
12,1228,Normal,85,1,1
13,1258,Hard,87,1,0
14,1289,Hard,88,1,0
15,1320,Hard,89,1,1
16,1350,Hard,91,1,2
17,1381,Hard,92,1,3
18,1412,Hard,93,1,4
19,1442,Hard,95,1,5
20,1473,Hard,96,1,6
21,1504,Hard,98,1,7
22,1534,HardCode,99,1,0
23,1565,HardCode,100,1,1
24,1596,HardCode,102,1,2
25,1627,HardCode,103,1,3
26,1657,HardCode,104,1,4
27,1688,HardCode,106,1,5
28,1719,HardCode,107,1,6
29,1780,HardCode,110,1,7
30,3785,HardCode,111,1,5
