ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1140,Normal,95,1,0
2,1192,Normal,96,1,0
3,1244,Normal,98,1,0
4,1297,Normal,99,1,1
5,1349,Normal,101,1,1
6,1401,Normal,102,1,1
7,1453,Normal,103,1,1
8,1506,Normal,105,1,0
9,1558,Normal,106,1,0
10,1610,Hard,107,1,0
11,1662,Hard,109,1,1
12,1715,Hard,110,1,1
13,1767,Hard,112,1,1
14,1819,Hard,113,1,0
15,1871,Hard,114,1,0
16,1924,Hard,116,1,2
17,1976,Hard,117,1,2
18,2028,Hard,118,1,2
19,2080,Hard,120,1,0
20,2133,Hard,121,1,0
21,2185,HardCode,123,1,0
22,2237,HardCode,124,1,1
23,2289,HardCode,125,1,1
24,2342,HardCode,127,1,1
25,2394,HardCode,128,1,0
26,2446,HardCode,129,1,0
27,2498,HardCode,131,1,1
28,2551,HardCode,132,1,2
29,2655,HardCode,135,1,3
30,6410,HardCode,136,1,5
