ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1190,Easy,96,1,0
2,1247,Easy,97,1,0
3,1303,Normal,99,1,0
4,1360,Normal,100,1,1
5,1416,Normal,102,1,0
6,1473,Normal,103,1,0
7,1529,Normal,104,1,0
8,1586,Normal,106,1,1
9,1642,Normal,107,1,1
10,1699,Normal,108,1,1
11,1756,Normal,110,1,1
12,1812,Normal,111,1,0
13,1869,Hard,113,1,0
14,1925,Hard,114,1,0
15,1982,Hard,115,1,0
16,2038,Hard,117,1,0
17,2095,Hard,118,1,1
18,2151,Hard,119,1,1
19,2208,Hard,121,1,1
20,2264,Hard,122,1,1
21,2321,Hard,124,1,0
22,2378,Hard,125,1,0
23,2434,Hard,126,1,0
24,2491,Hard,128,1,2
25,2547,HardCode,129,1,2
26,2604,HardCode,130,1,2
27,2660,HardCode,132,1,0
28,2717,HardCode,133,1,0
29,2830,HardCode,136,1,3
30,6095,HardCode,137,1,7
