ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,800,Easy,61,1,5
2,824,Normal,62,1,5
3,848,Normal,64,1,5
4,872,Normal,65,1,5
5,897,Normal,67,1,5
6,921,Normal,68,1,0
7,945,Normal,69,1,0
8,969,Normal,71,1,0
9,993,Normal,72,1,0
10,1017,Normal,73,1,0
11,1041,Normal,75,1,0
12,1066,Normal,76,1,0
13,1090,Normal,78,1,0
14,1114,Normal,79,1,6
15,1138,Normal,80,1,6
16,1162,Hard,82,1,6
17,1186,Hard,83,1,6
18,1210,Hard,84,1,6
19,1234,Hard,86,1,4
20,1259,Hard,87,1,4
21,1283,Hard,89,1,4
22,1307,Hard,90,1,4
23,1331,Hard,91,1,4
24,1355,Hard,93,1,4
25,1379,HardCode,94,1,3
26,1403,HardCode,95,1,3
27,1428,HardCode,97,1,3
28,1452,HardCode,98,1,3
29,1500,HardCode,101,1,3
30,3155,HardCode,102,1,2
