ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1570,Easy,125,1,0
2,1655,Easy,126,1,1
3,1740,Easy,128,1,0
4,1825,Easy,129,1,0
5,1910,Easy,131,1,3
6,1995,Easy,132,1,0
7,2080,Normal,133,1,4
8,2165,Normal,135,1,0
9,2250,Normal,136,1,0
10,2335,Normal,138,1,0
11,2420,Normal,139,1,6
12,2505,Normal,141,1,0
13,2590,Normal,142,1,0
14,2675,Normal,143,1,7
15,2760,Normal,145,1,0
16,2845,Hard,146,1,0
17,2930,Hard,148,1,0
18,3015,Hard,149,1,0
19,3100,Hard,150,1,5
20,3185,Hard,152,1,0
21,3270,Hard,153,1,0
22,3355,Hard,155,1,0
23,3440,Hard,156,1,0
24,3525,Hard,158,1,6
25,3610,Hard,159,1,0
26,3695,Hard,160,1,0
27,3780,Hard,162,1,1
28,3865,Hard,163,1,0
29,4035,Hard,166,1,2
30,10145,HardCode,167,1,6
