ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1110,Normal,92,1,0
2,1160,Normal,93,1,0
3,1209,Normal,95,1,0
4,1259,Normal,96,1,1
5,1309,Normal,98,1,1
6,1358,Normal,99,1,1
7,1408,Normal,100,1,0
8,1458,Normal,102,1,0
9,1507,Normal,103,1,0
10,1557,Hard,104,1,2
11,1607,Hard,106,1,2
12,1656,Hard,107,1,2
13,1706,Hard,109,1,0
14,1756,Hard,110,1,0
15,1805,Hard,111,1,0
16,1855,Hard,113,1,3
17,1904,Hard,114,1,3
18,1954,Hard,115,1,3
19,2004,Hard,117,1,0
20,2053,Hard,118,1,0
21,2103,HardCode,120,1,0
22,2153,HardCode,121,1,4
23,2202,HardCode,122,1,4
24,2252,HardCode,124,1,4
25,2302,HardCode,125,1,0
26,2351,HardCode,126,1,0
27,2401,HardCode,128,1,0
28,2451,HardCode,129,1,5
29,2550,HardCode,132,1,5
30,6095,HardCode,133,1,6
