ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1525,Easy,122,1,1
2,1607,Easy,123,1,0
3,1688,Normal,125,1,2
4,1770,Normal,126,1,0
5,1851,Normal,128,1,3
6,1933,Normal,129,1,0
7,2014,Normal,130,1,5
8,2096,Normal,132,1,0
9,2177,Normal,133,1,7
10,2259,Normal,135,1,0
11,2341,Normal,136,1,0
12,2422,Normal,138,1,4
13,2504,Hard,139,1,0
14,2585,Hard,140,1,6
15,2667,Hard,142,1,0
16,2748,Hard,143,1,0
17,2830,Hard,145,1,3
18,2911,Hard,146,1,0
19,2993,Hard,147,1,0
20,3074,Hard,149,1,1
21,3156,Hard,150,1,0
22,3238,Hard,152,1,2
23,3319,Hard,153,1,0
24,3401,Hard,155,1,0
25,3482,HardCode,156,1,5
26,3564,HardCode,157,1,0
27,3645,HardCode,159,1,3
28,3727,HardCode,160,1,0
29,3890,HardCode,163,1,0
30,9790,HardCode,164,1,1
