ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1000,Easy,81,1,0
2,1040,Easy,82,1,0
3,1080,Normal,84,1,1
4,1121,Normal,85,1,0
5,1161,Normal,87,1,0
6,1201,Normal,88,1,0
7,1241,Normal,89,1,0
8,1281,Normal,91,1,2
9,1321,Normal,92,1,0
10,1362,Normal,93,1,0
11,1402,Normal,95,1,0
12,1442,Normal,96,1,1
13,1482,Hard,98,1,0
14,1522,Hard,99,1,0
15,1562,Hard,100,1,0
16,1603,Hard,102,1,2
17,1643,Hard,103,1,2
18,1683,Hard,104,1,0
19,1723,Hard,106,1,0
20,1763,Hard,107,1,3
21,1803,Hard,109,1,0
22,1844,Hard,110,1,0
23,1884,Hard,111,1,0
24,1924,Hard,113,1,3
25,1964,HardCode,114,1,0
26,2004,HardCode,115,1,3
27,2044,HardCode,117,1,0
28,2085,HardCode,118,1,2
29,2165,HardCode,121,1,2
30,4940,HardCode,122,1,3
