ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,910,Easy,72,1,1
2,942,Normal,73,1,1
3,975,Normal,75,1,1
4,1007,Normal,76,1,1
5,1040,Normal,78,1,1
6,1072,Normal,79,1,1
7,1104,Normal,80,1,1
8,1137,Normal,82,1,1
9,1169,Normal,83,1,1
10,1202,Normal,84,1,1
11,1234,Normal,86,1,1
12,1267,Normal,87,1,1
13,1299,Normal,89,1,1
14,1331,Normal,90,1,1
15,1364,Normal,91,1,1
16,1396,Hard,93,1,1
17,1429,Hard,94,1,1
18,1461,Hard,95,1,1
19,1493,Hard,97,1,1
20,1526,Hard,98,1,1
21,1558,Hard,100,1,1
22,1591,HardCode,101,1,1
23,1623,HardCode,102,1,1
24,1656,HardCode,104,1,1
25,1688,HardCode,105,1,1
26,1720,HardCode,106,1,1
27,1753,HardCode,108,1,1
28,1785,HardCode,109,1,1
29,1850,HardCode,112,1,1
30,3995,HardCode,113,1,1
