ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,920,Easy,73,1,2
2,953,Normal,74,1,2
3,987,Normal,76,1,2
4,1020,Normal,77,1,2
5,1053,Normal,79,1,2
6,1086,Normal,80,1,2
7,1120,Normal,81,1,2
8,1153,Normal,83,1,2
9,1186,Normal,84,1,2
10,1219,Normal,85,1,2
11,1253,Normal,87,1,2
12,1286,Normal,88,1,2
13,1319,Normal,90,1,2
14,1353,Normal,91,1,2
15,1386,Normal,92,1,2
16,1419,Hard,94,1,2
17,1452,Hard,95,1,2
18,1486,Hard,96,1,2
19,1519,Hard,98,1,2
20,1552,Hard,99,1,2
21,1586,Hard,101,1,2
22,1619,HardCode,102,1,2
23,1652,HardCode,103,1,2
24,1685,HardCode,105,1,2
25,1719,HardCode,106,1,2
26,1752,HardCode,107,1,2
27,1785,HardCode,109,1,2
28,1818,HardCode,110,1,2
29,1885,HardCode,113,1,2
30,4100,HardCode,114,1,2
