ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1245,Easy,101,1,0
2,1306,Easy,102,1,0
3,1367,Easy,104,1,0
4,1428,Easy,105,1,0
5,1489,Easy,107,1,0
6,1550,Easy,108,1,0
7,1611,Normal,109,1,0
8,1672,Normal,111,1,0
9,1733,Normal,112,1,0
10,1794,Normal,113,1,0
11,1855,Normal,115,1,0
12,1916,Normal,116,1,0
13,1977,Normal,118,1,0
14,2038,Normal,119,1,0
15,2099,Normal,120,1,0
16,2161,Hard,122,1,0
17,2222,Hard,123,1,0
18,2283,Hard,124,1,0
19,2344,Hard,126,1,0
20,2405,Hard,127,1,0
21,2466,Hard,129,1,0
22,2527,Hard,130,1,0
23,2588,Hard,131,1,0
24,2649,Hard,133,1,0
25,2710,Hard,134,1,0
26,2771,Hard,135,1,0
27,2832,Hard,137,1,0
28,2893,Hard,138,1,0
29,3015,Hard,141,1,0
30,7505,HardCode,142,1,1
