ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1265,Easy,103,1,0
2,1328,Easy,104,1,1
3,1391,Easy,106,1,0
4,1453,Easy,107,1,2
5,1516,Normal,109,1,0
6,1579,Normal,110,1,3
7,1642,Normal,111,1,0
8,1704,Normal,113,1,2
9,1767,Normal,114,1,0
10,1830,Normal,115,1,4
11,1893,Normal,117,1,0
12,1955,Normal,118,1,5
13,2018,Normal,120,1,0
14,2081,Normal,121,1,6
15,2144,Normal,122,1,0
16,2206,Hard,124,1,5
17,2269,Hard,125,1,0
18,2332,Hard,126,1,7
19,2395,Hard,128,1,0
20,2457,Hard,129,1,1
21,2520,Hard,131,1,1
22,2583,Hard,132,1,2
23,2646,Hard,133,1,2
24,2708,Hard,135,1,3
25,2771,Hard,136,1,3
26,2834,Hard,137,1,0
27,2897,HardCode,139,1,0
28,2959,HardCode,140,1,0
29,3085,HardCode,143,1,6
30,7715,HardCode,144,1,5
