ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1325,Normal,109,1,1
2,1393,Normal,110,1,2
3,1461,Normal,112,1,2
4,1529,Normal,113,1,3
5,1597,Normal,115,1,3
6,1665,Normal,116,1,0
7,1733,Normal,117,1,0
8,1801,Normal,119,1,0
9,1868,Normal,120,1,1
10,1936,Hard,121,1,1
11,2004,Hard,123,1,1
12,2072,Hard,124,1,7
13,2140,Hard,126,1,7
14,2208,Hard,127,1,0
15,2276,Hard,128,1,2
16,2344,Hard,130,1,5
17,2412,Hard,131,1,7
18,2480,Hard,132,1,1
19,2548,Hard,134,1,2
20,2616,Hard,135,1,3
21,2684,HardCode,137,1,0
22,2752,HardCode,138,1,0
23,2819,HardCode,139,1,0
24,2887,HardCode,141,1,4
25,2955,HardCode,142,1,5
26,3023,HardCode,143,1,1
27,3091,HardCode,145,1,1
28,3159,HardCode,146,1,2
29,3295,HardCode,149,1,3
30,8345,HardCode,150,1,7
