ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,830,Easy,64,1,0
2,856,Normal,65,1,1
3,882,Normal,67,1,2
4,909,Normal,68,1,3
5,935,Normal,70,1,4
6,961,Normal,71,1,5
7,987,Normal,72,1,6
8,1013,Normal,74,1,7
9,1040,Normal,75,1,0
10,1066,Normal,76,1,1
11,1092,Normal,78,1,2
12,1118,Normal,79,1,3
13,1144,Normal,81,1,4
14,1171,Normal,82,1,5
15,1197,Normal,83,1,6
16,1223,Hard,85,1,7
17,1249,Hard,86,1,0
18,1276,Hard,87,1,1
19,1302,Hard,89,1,2
20,1328,Hard,90,1,3
21,1354,Hard,92,1,4
22,1380,HardCode,93,1,5
23,1407,HardCode,94,1,6
24,1433,HardCode,96,1,7
25,1459,HardCode,97,1,0
26,1485,HardCode,98,1,1
27,1511,HardCode,100,1,2
28,1538,HardCode,101,1,3
29,1590,HardCode,104,1,4
30,3470,HardCode,105,1,5
