ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1375,Easy,112,1,5
2,1446,Easy,113,1,5
3,1517,Normal,115,1,5
4,1589,Normal,116,1,5
5,1660,Normal,118,1,5
6,1731,Normal,119,1,5
7,1802,Normal,120,1,5
8,1873,Normal,122,1,5
9,1945,Normal,123,1,5
10,2016,Normal,125,1,5
11,2087,Normal,126,1,5
12,2158,Normal,128,1,5
13,2229,Hard,129,1,5
14,2301,Hard,130,1,5
15,2372,Hard,132,1,5
16,2443,Hard,133,1,6
17,2514,Hard,135,1,6
18,2586,Hard,136,1,6
19,2657,Hard,137,1,6
20,2728,Hard,139,1,6
21,2799,Hard,140,1,6
22,2870,Hard,142,1,6
23,2942,Hard,143,1,6
24,3013,Hard,145,1,6
25,3084,HardCode,146,1,6
26,3155,HardCode,147,1,6
27,3226,HardCode,149,1,6
28,3298,HardCode,150,1,6
29,3440,HardCode,153,1,6
30,8700,HardCode,154,1,1
