ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1090,Easy,90,1,7
2,1138,Easy,91,1,6
3,1186,Normal,93,1,5
4,1234,Normal,94,1,5
5,1282,Normal,96,1,4
6,1330,Normal,97,1,3
7,1378,Normal,98,1,2
8,1426,Normal,100,1,1
9,1473,Normal,101,1,0
10,1521,Normal,102,1,0
11,1569,Normal,104,1,0
12,1617,Normal,105,1,0
13,1665,Hard,107,1,1
14,1713,Hard,108,1,2
15,1761,Hard,109,1,3
16,1809,Hard,111,1,4
17,1857,Hard,112,1,5
18,1905,Hard,113,1,6
19,1953,Hard,115,1,7
20,2001,Hard,116,1,0
21,2049,Hard,118,1,0
22,2097,Hard,119,1,0
23,2144,Hard,120,1,1
24,2192,Hard,122,1,2
25,2240,HardCode,123,1,3
26,2288,HardCode,124,1,4
27,2336,HardCode,126,1,5
28,2384,HardCode,127,1,6
29,2480,HardCode,130,1,0
30,5885,HardCode,131,1,7
