ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,450,Easy,52,1,1
2,473,Easy,53,1,2
3,496,Easy,55,1,3
4,518,Easy,56,1,4
5,541,Normal,58,1,5
6,564,Normal,59,1,6
7,587,Normal,60,1,1
8,609,Normal,62,1,2
9,632,Normal,63,1,3
10,655,Normal,64,1,4
11,678,Normal,66,1,5
12,700,Normal,67,1,6
13,723,Normal,69,1,3
14,746,Normal,70,1,3
15,769,Normal,71,1,3
16,791,Hard,73,1,2
17,814,Hard,74,1,2
18,837,Hard,75,1,2
19,860,Hard,77,1,1
20,882,Hard,78,1,1
21,905,Hard,80,1,1
22,928,Hard,81,1,0
23,951,Hard,82,1,0
24,973,Hard,84,1,0
25,996,Hard,85,1,2
26,1019,Hard,86,1,3
27,1042,HardCode,88,1,4
28,1064,HardCode,89,1,5
29,1110,HardCode,92,1,6
30,2210,HardCode,93,1,7
