ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,80,Easy,38,1,0
2,90,Normal,39,1,0
3,99,Normal,40,1,0
4,109,Normal,41,1,0
5,119,Normal,42,1,1
6,128,Normal,43,1,1
7,138,Normal,44,1,1
8,148,Normal,45,1,2
9,157,Normal,46,1,2
10,167,Normal,47,1,2
11,176,Normal,48,1,2
12,186,Normal,49,1,3
13,196,Normal,50,1,3
14,205,Normal,51,1,3
15,215,Normal,52,1,3
16,225,Hard,52,1,4
17,234,Hard,53,1,4
18,244,Hard,54,1,4
19,254,Hard,55,1,4
20,263,Hard,56,1,5
21,273,Hard,57,1,5
22,283,HardCode,58,1,5
23,292,HardCode,59,1,5
24,302,HardCode,60,1,6
25,311,HardCode,61,1,6
26,321,HardCode,62,1,6
27,331,HardCode,63,1,6
28,350,HardCode,65,1,6
29,600,HardCode,70,1,7
