ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1060,Easy,87,1,0
2,1105,Easy,88,1,0
3,1151,Easy,90,1,0
4,1196,Easy,91,1,0
5,1241,Easy,93,1,0
6,1287,Easy,94,1,1
7,1332,Normal,95,1,1
8,1377,Normal,97,1,1
9,1423,Normal,98,1,1
10,1468,Normal,99,1,0
11,1513,Normal,101,1,0
12,1559,Normal,102,1,0
13,1604,Normal,104,1,0
14,1649,Normal,105,1,2
15,1695,Normal,106,1,2
16,1740,Hard,108,1,2
17,1786,Hard,109,1,0
18,1831,Hard,110,1,0
19,1876,Hard,112,1,0
20,1922,Hard,113,1,3
21,1967,Hard,115,1,3
22,2012,Hard,116,1,3
23,2058,Hard,117,1,0
24,2103,Hard,119,1,0
25,2148,Hard,120,1,0
26,2194,Hard,121,1,4
27,2239,Hard,123,1,4
28,2284,Hard,124,1,4
29,2375,Hard,127,1,0
30,5570,HardCode,128,1,5
