ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,35,Easy,35,1,1
2,40,Easy,36,1,2
3,45,Normal,36,1,0
4,51,Normal,37,1,3
5,56,Normal,38,1,1
6,61,Normal,39,1,1
7,66,Normal,39,1,0
8,71,Normal,40,1,0
9,77,Normal,41,1,1
10,82,Normal,41,1,0
11,87,Normal,42,1,1
12,92,Normal,43,1,0
13,97,Normal,44,1,2
14,103,Normal,44,1,0
15,108,Normal,45,1,2
16,113,Hard,46,1,3
17,118,Hard,46,1,1
18,123,Hard,47,1,1
19,128,Hard,48,1,0
20,134,Hard,48,1,2
21,139,Hard,49,1,3
22,144,Hard,50,1,2
23,149,Hard,52,1,3
24,170,HardCode,55,1,1
25,300,HardCode,62,1,4
