ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,870,Normal,68,1,0
2,899,Normal,69,2,0
3,928,Normal,71,3,0
4,957,Normal,72,1,0
5,986,Hard,74,2,0
6,1015,Hard,75,3,0
7,1044,Hard,76,0,0
8,1073,Hard,78,1,0
9,1102,Hard,79,2,0
10,1131,Hard,80,3,0
11,1160,Hard,82,0,0
12,1189,Hard,83,1,0
13,1218,Hard,85,2,0
14,1247,Hard,86,3,0
15,1276,Hard,87,0,0
16,1304,Hard,89,1,0
17,1333,Hard,90,2,0
18,1362,Hard,91,3,0
19,1391,Hard,93,0,0
20,1420,Hard,94,4,0
21,1449,Hard,96,5,0
22,1478,HardCode,97,6,0
23,1507,HardCode,98,0,0
24,1536,HardCode,100,4,0
25,1565,HardCode,101,5,0
26,1594,HardCode,102,6,0
27,1623,HardCode,104,0,0
28,1652,HardCode,105,4,0
29,1710,HardCode,108,5,0
30,3575,HardCode,109,6,7
