ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,780,Easy,59,1,0
2,803,Easy,60,1,0
3,826,Easy,62,1,0
4,848,Easy,63,1,0
5,871,Easy,65,1,0
6,894,Easy,66,1,0
7,917,Normal,67,1,1
8,939,Normal,69,1,1
9,962,Normal,70,1,1
10,985,Normal,71,1,1
11,1008,Normal,73,1,1
12,1030,Normal,74,1,1
13,1053,Normal,76,1,1
14,1076,Normal,77,1,1
15,1099,Normal,78,1,1
16,1121,Hard,80,1,2
17,1144,Hard,81,1,2
18,1167,Hard,82,1,2
19,1190,Hard,84,1,2
20,1212,Hard,85,1,2
21,1235,Hard,87,1,2
22,1258,Hard,88,1,2
23,1281,Hard,89,1,2
24,1303,Hard,91,1,2
25,1326,Hard,92,1,2
26,1349,Hard,93,1,2
27,1372,Hard,95,1,2
28,1394,Hard,96,1,2
29,1440,Hard,99,1,2
30,2945,HardCode,100,1,3
