ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,780,Normal,58,1,1
2,803,Normal,59,1,2
3,826,Normal,61,1,3
4,848,Normal,62,1,4
5,871,Normal,64,1,5
6,894,Normal,65,1,6
7,917,Normal,66,1,7
8,939,Normal,68,1,0
9,962,Normal,69,1,1
10,985,Hard,70,1,2
11,1008,Hard,72,1,3
12,1030,Hard,73,1,4
13,1053,Hard,75,1,5
14,1076,Hard,76,1,6
15,1099,Hard,77,1,7
16,1121,Hard,79,1,0
17,1144,Hard,80,1,1
18,1167,Hard,81,1,2
19,1190,Hard,83,1,3
20,1212,Hard,84,1,5
21,1235,HardCode,86,1,6
22,1258,HardCode,87,1,7
23,1281,HardCode,88,1,0
24,1303,HardCode,90,1,1
25,1326,HardCode,91,1,2
26,1349,HardCode,92,1,3
27,1372,HardCode,94,1,4
28,1394,HardCode,95,1,5
29,1440,HardCode,98,1,6
30,2840,HardCode,99,1,7
