ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,400,Easy,50,1,1
2,421,Easy,51,1,2
3,441,Easy,53,1,3
4,462,Easy,54,1,4
5,483,Easy,56,1,5
6,503,Easy,57,1,6
7,524,Normal,58,1,7
8,545,Normal,60,1,0
9,566,Normal,61,1,2
10,586,Normal,62,1,3
11,607,Normal,64,1,4
12,628,Normal,65,1,5
13,648,Normal,67,1,6
14,669,Normal,68,1,7
15,690,Normal,69,1,0
16,710,Hard,71,1,2
17,731,Hard,72,1,4
18,752,Hard,73,1,6
19,772,Hard,75,1,0
20,793,Hard,76,1,1
21,814,Hard,78,1,3
22,834,Hard,79,1,5
23,855,Hard,80,1,7
24,876,Hard,82,1,0
25,897,Hard,83,1,1
26,917,Hard,84,1,2
27,938,Hard,86,1,3
28,959,Hard,87,1,4
29,1000,Hard,90,1,5
30,2000,HardCode,90,1,6
