ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,820,Easy,63,1,5
2,846,Normal,64,1,4
3,871,Normal,66,1,3
4,897,Normal,67,1,2
5,922,Normal,69,1,1
6,948,Normal,70,1,0
7,973,Normal,71,1,1
8,999,Normal,73,1,2
9,1024,Normal,74,1,3
10,1050,Normal,75,1,4
11,1075,Normal,77,1,5
12,1101,Normal,78,1,6
13,1126,Normal,80,1,7
14,1152,Normal,81,1,1
15,1177,Normal,82,1,1
16,1203,Hard,84,1,1
17,1228,Hard,85,1,0
18,1254,Hard,86,1,0
19,1279,Hard,88,1,0
20,1305,Hard,89,1,2
21,1330,Hard,91,1,2
22,1356,Hard,92,1,2
23,1381,Hard,93,1,3
24,1407,Hard,95,1,3
25,1432,HardCode,96,1,3
26,1458,HardCode,97,1,4
27,1483,HardCode,99,1,4
28,1509,HardCode,100,1,4
29,1560,HardCode,103,1,5
30,3365,HardCode,104,1,7
