ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,40,Easy,35,1,1
2,46,Easy,36,1,2
3,52,Normal,37,1,3
4,58,Normal,38,1,4
5,64,Normal,39,1,5
6,70,Normal,40,1,6
7,76,Normal,41,1,7
8,81,Normal,42,1,1
9,87,Normal,43,1,0
10,93,Normal,44,1,2
11,99,Normal,45,1,3
12,105,Normal,46,1,4
13,111,Normal,47,1,5
14,117,Hard,48,1,1
15,123,Hard,49,1,2
16,129,Hard,50,1,3
17,135,Hard,51,1,4
18,141,Hard,52,1,5
19,147,Hard,53,1,6
20,153,Hard,54,1,7
21,159,Hard,55,1,0
22,164,Hard,56,1,1
23,170,Hard,57,1,2
24,176,HardCode,58,1,3
25,200,HardCode,62,1,4
26,350,HardCode,62,1,5
