ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,505,Easy,53,1,2
2,528,Easy,54,1,3
3,551,Normal,56,1,4
4,573,Normal,57,1,5
5,596,Normal,59,1,6
6,619,Normal,60,1,7
7,642,Normal,61,1,0
8,664,Normal,63,1,2
9,687,Normal,64,1,3
10,710,Normal,65,1,5
11,733,Normal,67,1,6
12,755,Normal,68,1,7
13,778,Hard,70,1,2
14,801,Hard,71,1,4
15,824,Hard,72,1,6
16,846,Hard,74,1,7
17,869,Hard,75,1,3
18,892,Hard,76,1,1
19,915,Hard,78,1,6
20,937,Hard,79,1,5
21,960,Hard,81,1,0
22,983,Hard,82,1,2
23,1006,Hard,83,1,3
24,1028,Hard,85,1,4
25,1051,HardCode,86,1,5
26,1074,HardCode,87,1,6
27,1097,HardCode,89,1,7
28,1119,HardCode,90,1,1
29,1165,HardCode,93,1,2
30,2315,HardCode,94,1,3
