ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1295,Normal,106,1,7
2,1360,Normal,107,1,7
3,1426,Normal,109,1,7
4,1491,Normal,110,1,7
5,1556,Normal,112,1,7
6,1622,Normal,113,1,7
7,1687,Normal,114,1,6
8,1752,Hard,116,1,6
9,1818,Hard,117,1,6
10,1883,Hard,118,1,6
11,1948,Hard,120,1,6
12,2014,Hard,121,1,6
13,2079,Hard,123,1,6
14,2144,Hard,124,1,6
15,2210,Hard,125,1,5
16,2275,Hard,127,1,5
17,2341,Hard,128,1,5
18,2406,Hard,129,1,5
19,2471,Hard,131,1,5
20,2537,Hard,132,1,5
21,2602,Hard,134,1,4
22,2667,Hard,135,1,4
23,2733,HardCode,136,1,4
24,2798,HardCode,138,1,4
25,2863,HardCode,139,1,4
26,2929,HardCode,140,1,3
27,2994,HardCode,142,1,3
28,3059,HardCode,143,1,3
29,3190,HardCode,146,1,2
30,8030,HardCode,147,1,2
