ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,160,Easy,44,1,5
2,175,Normal,45,1,5
3,190,Normal,46,1,5
4,206,Normal,48,1,5
5,221,Normal,49,1,5
6,236,Normal,50,1,5
7,251,Normal,51,1,5
8,266,Normal,52,1,5
9,281,Normal,53,1,5
10,297,Normal,55,1,5
11,312,Normal,56,1,5
12,327,Normal,57,1,5
13,342,Normal,58,1,5
14,357,Normal,59,1,5
15,372,Normal,60,1,5
16,388,Hard,62,1,5
17,403,Hard,63,1,5
18,418,Hard,64,1,5
19,433,Hard,65,1,5
20,448,Hard,66,1,5
21,463,Hard,67,1,5
22,479,Hard,69,1,5
23,494,Hard,70,1,5
24,509,Hard,71,1,5
25,524,HardCode,72,1,5
26,539,HardCode,73,1,5
27,554,HardCode,74,1,5
28,570,HardCode,76,1,5
29,600,HardCode,78,1,5
30,900,HardCode,79,1,5
