ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,930,Easy,74,1,3
2,964,Normal,75,1,3
3,998,Normal,77,1,3
4,1032,Normal,78,1,3
5,1067,Normal,80,1,3
6,1101,Normal,81,1,3
7,1135,Normal,82,1,3
8,1169,Hard,84,1,3
9,1203,Hard,85,1,3
10,1237,Hard,86,1,3
11,1271,Hard,88,1,3
12,1306,Hard,89,1,3
13,1340,Hard,91,1,3
14,1374,Hard,92,1,3
15,1408,Hard,93,1,3
16,1442,Hard,95,1,3
17,1476,Hard,96,1,3
18,1510,Hard,97,1,3
19,1544,Hard,99,1,3
20,1579,Hard,100,1,3
21,1613,Hard,102,1,3
22,1647,Hard,103,1,3
23,1681,HardCode,104,1,3
24,1715,HardCode,106,1,3
25,1749,HardCode,107,1,3
26,1783,HardCode,108,1,3
27,1818,HardCode,110,1,3
28,1852,HardCode,111,1,3
29,1920,HardCode,114,1,3
30,4205,HardCode,115,1,3
