ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1750,Easy,137,1,0
2,1848,Easy,138,1,2
3,1946,Normal,140,1,0
4,2044,Normal,141,1,3
5,2142,Normal,143,1,0
6,2241,Normal,144,1,0
7,2339,Normal,145,1,4
8,2437,Normal,147,1,0
9,2535,Normal,148,1,0
10,2633,Normal,150,1,5
11,2731,Normal,151,1,0
12,2829,Normal,153,1,0
13,2927,Hard,154,1,6
14,3025,Hard,155,1,0
15,3123,Hard,157,1,0
16,3222,Hard,158,1,7
17,3320,Hard,160,1,0
18,3418,Hard,161,1,0
19,3516,Hard,162,1,1
20,3614,Hard,164,1,0
21,3712,Hard,165,1,0
22,3810,Hard,167,1,2
23,3908,Hard,168,1,0
24,4006,Hard,170,1,3
25,4104,HardCode,171,1,0
26,4203,HardCode,172,1,0
27,4301,HardCode,174,1,4
28,4399,HardCode,175,1,0
29,4595,HardCode,178,1,5
30,11300,HardCode,179,1,7
