ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1180,Easy,95,1,3
2,1236,Easy,96,1,3
3,1291,Normal,98,1,3
4,1347,Normal,99,1,3
5,1403,Normal,101,1,3
6,1458,Normal,102,1,3
7,1514,Normal,103,1,3
8,1570,Normal,105,1,3
9,1626,Normal,106,1,3
10,1681,Normal,107,1,3
11,1737,Normal,109,1,3
12,1793,Normal,110,1,3
13,1848,Hard,112,1,3
14,1904,Hard,113,1,3
15,1960,Hard,114,1,3
16,2015,Hard,116,1,3
17,2071,Hard,117,1,3
18,2127,Hard,118,1,3
19,2182,Hard,120,1,3
20,2238,Hard,121,1,3
21,2294,Hard,123,1,3
22,2349,Hard,124,1,3
23,2405,Hard,125,1,3
24,2461,Hard,127,1,3
25,2517,HardCode,128,1,3
26,2572,HardCode,129,1,3
27,2628,HardCode,131,1,3
28,2684,HardCode,132,1,3
29,2795,HardCode,135,1,3
30,6830,HardCode,136,1,4
