ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,725,Normal,57,1,1
2,748,Normal,58,1,2
3,771,Normal,60,1,3
4,793,Normal,61,1,5
5,816,Normal,63,1,6
6,839,Normal,64,1,7
7,862,Normal,65,1,6
8,884,Normal,67,1,5
9,907,Normal,68,1,4
10,930,Normal,69,1,3
11,953,Normal,71,1,2
12,975,Normal,72,1,1
13,998,Hard,74,1,0
14,1021,Hard,75,1,2
15,1044,Hard,76,1,3
16,1066,Hard,78,1,4
17,1089,Hard,79,1,5
18,1112,Hard,80,1,6
19,1135,Hard,82,1,7
20,1157,Hard,83,1,0
21,1180,Hard,85,1,2
22,1203,Hard,86,1,5
23,1226,HardCode,87,1,7
24,1248,HardCode,89,1,6
25,1271,HardCode,90,1,4
26,1294,HardCode,91,1,3
27,1317,HardCode,93,1,1
28,1339,HardCode,94,1,0
29,1385,HardCode,97,1,2
30,2735,HardCode,98,1,4
