ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,100,Normal,39,1,0
2,110,Normal,40,1,1
3,121,Normal,41,1,2
4,131,Normal,42,1,4
5,141,Normal,43,1,5
6,152,Normal,43,1,6
7,162,Normal,44,1,7
8,172,Normal,45,1,0
9,183,Normal,46,1,1
10,193,Normal,47,1,2
11,203,Normal,48,1,3
12,214,Hard,49,1,4
13,224,Hard,50,1,5
14,234,Hard,51,1,6
15,245,Hard,52,1,7
16,255,Hard,52,1,0
17,266,Hard,53,1,1
18,276,Hard,54,1,2
19,286,Hard,55,1,3
20,297,Hard,56,1,4
21,307,Hard,57,1,5
22,317,HardCode,58,1,6
23,328,HardCode,59,1,7
24,338,HardCode,60,1,0
25,348,HardCode,61,1,1
26,359,HardCode,61,1,2
27,369,HardCode,62,1,3
28,379,HardCode,63,1,4
29,400,HardCode,65,1,5
30,700,HardCode,65,1,6
