ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,560,Easy,54,1,7
2,583,Easy,55,1,6
3,606,Normal,57,1,5
4,628,Normal,58,1,4
5,651,Normal,60,1,3
6,674,Normal,61,1,2
7,697,Normal,62,1,1
8,719,Normal,64,1,0
9,742,Normal,65,1,1
10,765,Normal,66,1,2
11,788,Normal,68,1,3
12,810,Normal,69,1,4
13,833,Hard,71,1,5
14,856,Hard,72,1,6
15,879,Hard,73,1,7
16,901,Hard,75,1,1
17,924,Hard,76,1,3
18,947,Hard,77,1,5
19,970,Hard,79,1,7
20,992,Hard,80,1,6
21,1015,Hard,82,1,4
22,1038,Hard,83,1,2
23,1061,Hard,84,1,0
24,1083,Hard,86,1,1
25,1106,HardCode,87,1,2
26,1129,HardCode,88,1,3
27,1152,HardCode,90,1,4
28,1174,HardCode,91,1,5
29,1220,HardCode,94,1,6
30,2420,HardCode,95,1,7
