ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,350,Normal,48,1,0
2,372,Normal,49,1,0
3,395,Normal,51,1,0
4,417,Normal,52,1,1
5,440,Normal,53,1,1
6,462,Normal,55,1,1
7,484,Normal,56,1,2
8,507,Normal,57,1,2
9,529,Hard,59,1,2
10,552,Hard,60,1,3
11,574,Hard,61,1,3
12,597,Hard,63,1,3
13,619,Hard,64,1,4
14,641,Hard,65,1,4
15,664,Hard,67,1,4
16,686,Hard,68,1,5
17,709,Hard,70,1,5
18,731,Hard,71,1,5
19,753,Hard,72,1,6
20,776,Hard,74,1,6
21,798,Hard,75,1,6
22,821,Hard,76,1,7
23,843,HardCode,78,1,7
24,866,HardCode,79,1,7
25,888,HardCode,80,1,1
26,910,HardCode,82,1,2
27,933,HardCode,83,1,3
28,955,HardCode,84,1,4
29,1000,HardCode,87,1,5
30,2150,HardCode,88,1,6
