ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,200,Easy,45,1,6
2,216,Normal,46,1,6
3,231,Normal,47,1,6
4,247,Normal,49,1,6
5,262,Normal,50,1,6
6,278,Normal,51,1,6
7,293,Normal,52,1,6
8,309,Normal,54,1,6
9,324,Normal,55,1,6
10,340,Normal,56,1,6
11,355,Normal,57,1,6
12,371,Normal,59,1,6
13,386,Normal,60,1,6
14,402,Normal,61,1,6
15,417,Normal,62,1,6
16,433,Hard,64,1,6
17,448,Hard,65,1,6
18,464,Hard,66,1,6
19,479,Hard,67,1,6
20,495,Hard,69,1,6
21,510,Hard,70,1,6
22,526,HardCode,71,1,6
23,541,HardCode,72,1,6
24,557,HardCode,74,1,6
25,572,HardCode,75,1,6
26,588,HardCode,76,1,6
27,603,HardCode,77,1,6
28,619,HardCode,79,1,6
29,650,HardCode,81,1,6
30,1000,HardCode,82,1,6
