ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,860,Easy,67,1,1
2,888,Easy,68,1,1
3,917,Easy,70,1,1
4,945,Easy,71,1,1
5,973,Easy,73,1,1
6,1001,Easy,74,1,1
7,1030,Easy,75,1,1
8,1058,Normal,77,1,1
9,1086,Normal,78,1,1
10,1114,Normal,79,1,1
11,1143,Normal,81,1,1
12,1171,Normal,82,1,1
13,1199,Normal,84,1,1
14,1228,Normal,85,1,1
15,1256,Normal,86,1,1
16,1284,Normal,88,1,1
17,1312,Normal,89,1,1
18,1341,Normal,90,1,1
19,1369,Normal,92,1,1
20,1397,Hard,93,1,1
21,1426,Hard,95,1,1
22,1454,Hard,96,1,1
23,1482,Hard,97,1,1
24,1510,Hard,99,1,1
25,1539,Hard,100,1,1
26,1567,Hard,101,1,1
27,1595,Hard,103,1,1
28,1623,Hard,104,1,1
29,1680,Hard,107,1,1
30,3575,HardCode,108,1,1
