ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1480,Easy,119,1,4
2,1558,Easy,120,1,0
3,1637,Easy,122,1,3
4,1715,Easy,123,1,0
5,1794,Easy,125,1,5
6,1872,Easy,126,1,0
7,1951,Normal,127,1,0
8,2029,Normal,129,1,7
9,2108,Normal,130,1,0
10,2186,Normal,132,1,0
11,2264,Normal,133,1,1
12,2343,Normal,135,1,0
13,2421,Normal,136,1,0
14,2500,Normal,137,1,7
15,2578,Normal,139,1,0
16,2657,Hard,140,1,0
17,2735,Hard,142,1,5
18,2814,Hard,143,1,0
19,2892,Hard,144,1,0
20,2971,Hard,146,1,4
21,3049,Hard,147,1,0
22,3127,Hard,149,1,6
23,3206,Hard,150,1,0
24,3284,Hard,152,1,0
25,3363,Hard,153,1,2
26,3441,Hard,154,1,0
27,3520,Hard,156,1,3
28,3598,Hard,157,1,0
29,3755,Hard,160,1,0
30,9475,HardCode,161,1,4
