ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1675,Normal,132,1,3
2,1767,Normal,133,1,3
3,1859,Normal,135,1,3
4,1952,Normal,136,1,3
5,2044,Normal,138,1,3
6,2136,Normal,139,1,3
7,2228,Normal,140,1,3
8,2321,Normal,142,1,3
9,2413,Normal,143,1,3
10,2505,Normal,145,1,3
11,2597,Normal,146,1,3
12,2690,Normal,148,1,3
13,2782,Hard,149,1,3
14,2874,Hard,150,1,3
15,2966,Hard,152,1,3
16,3059,Hard,153,1,3
17,3151,Hard,155,1,3
18,3243,Hard,156,1,3
19,3335,Hard,157,1,3
20,3428,Hard,159,1,3
21,3520,Hard,160,1,3
22,3612,Hard,162,1,3
23,3704,HardCode,163,1,3
24,3797,HardCode,165,1,3
25,3889,HardCode,166,1,3
26,3981,HardCode,167,1,3
27,4073,HardCode,169,1,3
28,4166,HardCode,170,1,3
29,4350,HardCode,173,1,3
30,10630,HardCode,174,1,4
