ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1495,Easy,120,1,6
2,1574,Easy,121,1,0
3,1654,Normal,123,1,1
4,1733,Normal,124,1,0
5,1813,Normal,126,1,0
6,1892,Normal,127,1,3
7,1972,Normal,128,1,0
8,2051,Normal,130,1,2
9,2131,Normal,131,1,0
10,2210,Normal,133,1,0
11,2290,Normal,134,1,5
12,2369,Normal,136,1,0
13,2449,Hard,137,1,0
14,2528,Hard,138,1,0
15,2608,Hard,140,1,4
16,2687,Hard,141,1,0
17,2767,Hard,143,1,0
18,2846,Hard,144,1,7
19,2926,Hard,145,1,0
20,3005,Hard,147,1,5
21,3085,Hard,148,1,0
22,3164,Hard,150,1,1
23,3244,Hard,151,1,0
24,3323,Hard,153,1,0
25,3403,HardCode,154,1,2
26,3482,HardCode,155,1,0
27,3562,HardCode,157,1,3
28,3641,HardCode,158,1,0
29,3800,HardCode,161,1,4
30,9580,HardCode,162,1,6
