ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1585,Easy,126,1,0
2,1671,Easy,127,1,0
3,1756,Easy,129,1,3
4,1842,Easy,130,1,0
5,1928,Easy,132,1,5
6,2013,Easy,133,1,0
7,2099,Normal,134,1,7
8,2185,Normal,136,1,0
9,2271,Normal,137,1,1
10,2356,Normal,139,1,0
11,2442,Normal,140,1,0
12,2528,Normal,142,1,2
13,2613,Normal,143,1,0
14,2699,Normal,144,1,0
15,2785,Normal,146,1,3
16,2870,Hard,147,1,0
17,2956,Hard,149,1,0
18,3042,Hard,150,1,4
19,3127,Hard,151,1,0
20,3213,Hard,153,1,0
21,3299,Hard,154,1,5
22,3384,Hard,156,1,0
23,3470,Hard,157,1,0
24,3556,Hard,159,1,6
25,3642,Hard,160,1,0
26,3727,Hard,161,1,0
27,3813,Hard,163,1,2
28,3899,Hard,164,1,0
29,4070,Hard,167,1,0
30,10210,HardCode,168,1,1
