ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1040,Normal,85,1,0
2,1084,Normal,86,1,1
3,1127,Normal,88,1,0
4,1171,Normal,89,1,2
5,1214,Hard,91,1,0
6,1258,Hard,92,1,3
7,1302,Hard,93,1,0
8,1345,Hard,95,1,4
9,1389,Hard,96,1,0
10,1433,Hard,97,1,5
11,1476,Hard,99,1,0
12,1520,Hard,100,1,0
13,1563,Hard,102,1,6
14,1607,Hard,103,1,0
15,1651,Hard,104,1,0
16,1694,Hard,106,1,7
17,1738,Hard,107,1,0
18,1782,Hard,108,1,1
19,1825,Hard,110,1,2
20,1869,Hard,111,1,3
21,1912,Hard,113,1,4
22,1956,HardCode,114,1,5
23,2000,HardCode,115,1,6
24,2043,HardCode,117,1,7
25,2087,HardCode,118,1,1
26,2131,HardCode,119,1,2
27,2174,HardCode,121,1,3
28,2218,HardCode,122,1,4
29,2305,HardCode,125,1,5
30,5360,HardCode,126,1,7
