ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1690,Easy,133,1,0
2,1784,Easy,134,1,0
3,1878,Easy,136,1,0
4,1972,Easy,137,1,0
5,2066,Easy,139,1,0
6,2160,Easy,140,1,0
7,2254,Normal,141,1,0
8,2348,Normal,143,1,0
9,2442,Normal,144,1,0
10,2536,Normal,146,1,0
11,2630,Normal,147,1,0
12,2724,Normal,149,1,0
13,2818,Normal,150,1,0
14,2912,Normal,151,1,0
15,3006,Normal,153,1,0
16,3099,Hard,154,1,0
17,3193,Hard,156,1,0
18,3287,Hard,157,1,0
19,3381,Hard,158,1,0
20,3475,Hard,160,1,0
21,3569,Hard,161,1,0
22,3663,Hard,163,1,0
23,3757,Hard,164,1,0
24,3851,Hard,166,1,0
25,3945,Hard,167,1,0
26,4039,Hard,168,1,0
27,4133,Hard,170,1,0
28,4227,Hard,171,1,0
29,4415,Hard,174,1,0
30,10880,HardCode,175,1,2
