ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1030,Normal,84,1,5
2,1073,Normal,85,1,0
3,1116,Normal,87,1,0
4,1158,Normal,88,1,5
5,1201,Normal,90,1,0
6,1244,Normal,91,1,0
7,1287,Normal,92,1,5
8,1329,Normal,94,1,0
9,1372,Normal,95,1,0
10,1415,Normal,96,1,5
11,1458,Normal,98,1,0
12,1500,Normal,99,1,0
13,1543,Hard,101,1,1
14,1586,Hard,102,1,0
15,1629,Hard,103,1,0
16,1671,Hard,105,1,2
17,1714,Hard,106,1,0
18,1757,Hard,107,1,0
19,1800,Hard,109,1,3
20,1842,Hard,110,1,0
21,1885,Hard,112,1,0
22,1928,Hard,113,1,0
23,1971,HardCode,114,1,4
24,2013,HardCode,116,1,0
25,2056,HardCode,117,1,0
26,2099,HardCode,118,1,5
27,2142,HardCode,120,1,0
28,2184,HardCode,121,1,0
29,2270,HardCode,124,1,0
30,5255,HardCode,125,1,6
