ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1690,Normal,133,1,7
2,1783,Normal,134,1,7
3,1877,Normal,136,1,7
4,1970,Normal,137,1,7
5,2063,Normal,139,1,7
6,2156,Normal,140,1,7
7,2250,Normal,141,1,7
8,2343,Normal,143,1,7
9,2436,Normal,144,1,7
10,2529,Hard,146,1,7
11,2623,Hard,147,1,7
12,2716,Hard,149,1,7
13,2809,Hard,150,1,7
14,2903,Hard,151,1,7
15,2996,Hard,153,1,7
16,3089,Hard,154,1,7
17,3182,Hard,156,1,7
18,3276,Hard,157,1,7
19,3369,Hard,158,1,7
20,3462,Hard,160,1,7
21,3556,HardCode,161,1,7
22,3649,HardCode,163,1,7
23,3742,HardCode,164,1,7
24,3835,HardCode,166,1,7
25,3929,HardCode,167,1,7
26,4022,HardCode,168,1,7
27,4115,HardCode,170,1,7
28,4208,HardCode,171,1,7
29,4395,HardCode,174,1,7
30,10735,HardCode,175,1,6
