ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1100,Normal,91,1,7
2,1149,Normal,92,1,0
3,1198,Normal,94,1,0
4,1246,Normal,95,1,1
5,1295,Hard,97,1,0
6,1344,Hard,98,1,0
7,1393,Hard,99,1,6
8,1442,Hard,101,1,0
9,1490,Hard,102,1,0
10,1539,Hard,103,1,0
11,1588,Hard,105,1,2
12,1637,Hard,106,1,0
13,1686,Hard,108,1,0
14,1734,Hard,109,1,0
15,1783,Hard,110,1,5
16,1832,Hard,112,1,0
17,1881,Hard,113,1,0
18,1929,Hard,114,1,0
19,1978,Hard,116,1,3
20,2027,Hard,117,1,0
21,2076,Hard,119,1,0
22,2125,HardCode,120,1,0
23,2173,HardCode,121,1,4
24,2222,HardCode,123,1,0
25,2271,HardCode,124,1,0
26,2320,HardCode,125,1,4
27,2369,HardCode,127,1,0
28,2417,HardCode,128,1,0
29,2515,HardCode,131,1,0
30,5990,HardCode,132,1,7
