ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1600,Easy,127,1,1
2,1687,Easy,128,1,1
3,1774,Easy,130,1,1
4,1861,Easy,131,1,1
5,1948,Normal,133,1,1
6,2035,Normal,134,1,2
7,2122,Normal,135,1,2
8,2209,Normal,137,1,2
9,2297,Normal,138,1,2
10,2384,Normal,140,1,2
11,2471,Normal,141,1,4
12,2558,Normal,143,1,4
13,2645,Normal,144,1,4
14,2732,Normal,145,1,4
15,2819,Normal,147,1,5
16,2906,Hard,148,1,5
17,2993,Hard,150,1,5
18,3080,Hard,151,1,5
19,3167,Hard,152,1,5
20,3254,Hard,154,1,0
21,3341,Hard,155,1,5
22,3428,Hard,157,1,6
23,3516,Hard,158,1,0
24,3603,Hard,160,1,0
25,3690,Hard,161,1,0
26,3777,Hard,162,1,0
27,3864,HardCode,164,1,7
28,3951,HardCode,165,1,7
29,4125,HardCode,168,1,7
30,10210,HardCode,169,1,3
