ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1570,Normal,125,1,0
2,1655,Normal,126,1,1
3,1739,Normal,128,1,2
4,1824,Normal,129,1,3
5,1909,Normal,131,1,4
6,1993,Normal,132,1,5
7,2078,Normal,133,1,6
8,2163,Normal,135,1,0
9,2247,Normal,136,1,0
10,2332,Hard,138,1,0
11,2417,Hard,139,1,7
12,2501,Hard,141,1,4
13,2586,Hard,142,1,3
14,2671,Hard,143,1,2
15,2755,Hard,145,1,1
16,2840,Hard,146,1,0
17,2924,Hard,148,1,0
18,3009,Hard,149,1,1
19,3094,Hard,150,1,0
20,3178,Hard,152,1,2
21,3263,HardCode,153,1,0
22,3348,HardCode,155,1,3
23,3432,HardCode,156,1,0
24,3517,HardCode,158,1,4
25,3602,HardCode,159,1,0
26,3686,HardCode,160,1,0
27,3771,HardCode,162,1,5
28,3856,HardCode,163,1,0
29,4025,HardCode,166,1,6
30,10105,HardCode,167,1,7
