ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,250,Easy,46,1,7
2,269,Normal,47,1,7
3,288,Normal,49,1,7
4,307,Normal,50,1,7
5,326,Normal,51,1,7
6,345,Normal,52,1,7
7,364,Normal,54,1,7
8,383,Normal,55,1,7
9,402,Normal,56,1,7
10,421,Normal,57,1,7
11,440,Normal,59,1,7
12,459,Normal,60,1,7
13,478,Normal,61,1,7
14,497,Normal,63,1,7
15,516,Normal,64,1,7
16,534,Hard,65,1,7
17,553,Hard,66,1,7
18,572,Hard,68,1,7
19,591,Hard,69,1,7
20,610,Hard,70,1,7
21,629,Hard,72,1,7
22,648,HardCode,73,1,7
23,667,HardCode,74,1,7
24,686,HardCode,75,1,7
25,705,HardCode,77,1,7
26,724,HardCode,78,1,7
27,743,HardCode,79,1,7
28,762,HardCode,80,1,7
29,800,HardCode,83,1,7
30,1200,HardCode,84,1,7
