ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,835,Normal,59,1,0
2,858,Normal,60,1,1
3,881,Normal,62,1,3
4,903,Normal,63,1,7
5,926,Normal,65,1,2
6,949,Normal,66,1,4
7,972,Hard,67,1,6
8,994,Hard,69,1,0
9,1017,Hard,70,1,1
10,1040,Hard,71,1,2
11,1063,Hard,73,1,3
12,1085,Hard,74,1,4
13,1108,Hard,76,1,5
14,1131,Hard,77,1,6
15,1154,Hard,78,1,0
16,1176,Hard,80,1,2
17,1199,Hard,81,1,3
18,1222,Hard,82,1,4
19,1245,HardCode,84,1,5
20,1267,HardCode,85,1,6
21,1290,HardCode,87,1,7
22,1313,HardCode,88,1,0
23,1336,HardCode,89,1,2
24,1358,HardCode,91,1,4
25,1381,HardCode,92,1,6
26,1404,HardCode,93,1,7
27,1427,HardCode,95,1,3
28,1449,HardCode,96,1,2
29,1495,HardCode,99,1,1
30,2945,HardCode,100,1,0
