ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1420,Easy,115,1,0
2,1494,Normal,116,1,0
3,1569,Normal,118,1,7
4,1643,Normal,119,1,0
5,1717,Normal,121,1,0
6,1792,Normal,122,1,6
7,1866,Normal,123,1,0
8,1940,Normal,125,1,0
9,2014,Normal,126,1,5
10,2089,Normal,128,1,0
11,2163,Normal,129,1,0
12,2237,Normal,131,1,4
13,2312,Hard,132,1,0
14,2386,Hard,133,1,0
15,2460,Hard,135,1,3
16,2535,Hard,136,1,0
17,2609,Hard,138,1,0
18,2683,Hard,139,1,2
19,2758,Hard,140,1,0
20,2832,Hard,142,1,0
21,2906,Hard,143,1,1
22,2981,Hard,145,1,0
23,3055,HardCode,146,1,0
24,3129,HardCode,148,1,0
25,3203,HardCode,149,1,7
26,3278,HardCode,150,1,0
27,3352,HardCode,152,1,0
28,3426,HardCode,153,1,6
29,3575,HardCode,156,1,0
30,9015,HardCode,157,1,5
