ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,70,Easy,37,1,7
2,78,Normal,38,1,6
3,86,Normal,39,1,5
4,95,Normal,40,1,4
5,103,Normal,41,1,3
6,111,Normal,42,1,2
7,119,Normal,43,1,1
8,128,Normal,45,1,0
9,136,Normal,46,1,3
10,144,Normal,47,1,4
11,152,Hard,48,1,5
12,160,Hard,49,1,6
13,169,Hard,50,1,7
14,177,Hard,51,1,2
15,185,Hard,52,1,2
16,193,Hard,53,1,3
17,201,Hard,54,1,3
18,210,Hard,55,1,4
19,218,Hard,56,1,4
20,226,Hard,57,1,5
21,234,Hard,58,1,5
22,243,HardCode,60,1,6
23,251,HardCode,61,1,6
24,259,HardCode,62,1,7
25,267,HardCode,63,1,7
26,275,HardCode,64,1,3
27,300,HardCode,67,1,2
28,500,HardCode,67,1,1
