ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,30,Easy,33,1,0
2,35,Easy,34,1,3
3,40,Easy,35,1,1
4,44,Normal,35,1,0
5,49,Normal,36,1,0
6,54,Normal,37,1,1
7,59,Normal,38,1,1
8,64,Normal,39,1,0
9,68,Normal,39,1,1
10,73,Normal,40,1,1
11,78,Normal,41,1,3
12,83,Normal,42,1,1
13,88,Normal,43,1,3
14,92,Hard,43,1,4
15,97,Hard,44,1,0
16,102,Hard,45,1,0
17,107,Hard,46,1,5
18,112,Hard,46,1,1
19,116,Hard,47,1,3
20,121,Hard,48,1,4
21,126,Hard,49,1,3
22,131,Hard,50,1,0
23,136,Hard,52,1,4
24,150,HardCode,55,1,0
25,275,HardCode,58,1,5
