ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1780,Easy,139,1,0
2,1880,Normal,140,1,0
3,1980,Normal,142,1,0
4,2081,Normal,143,1,4
5,2181,Normal,145,1,0
6,2281,Normal,146,1,0
7,2381,Normal,147,1,0
8,2481,Normal,149,1,7
9,2581,Normal,150,1,0
10,2682,Normal,152,1,0
11,2782,Normal,153,1,0
12,2882,Normal,155,1,5
13,2982,Hard,156,1,0
14,3082,Hard,157,1,0
15,3182,Hard,159,1,6
16,3283,Hard,160,1,0
17,3383,Hard,162,1,0
18,3483,Hard,163,1,3
19,3583,Hard,164,1,0
20,3683,Hard,166,1,0
21,3783,Hard,167,1,2
22,3884,Hard,169,1,0
23,3984,HardCode,170,1,2
24,4084,HardCode,172,1,0
25,4184,HardCode,173,1,1
26,4284,HardCode,174,1,0
27,4384,HardCode,176,1,6
28,4485,HardCode,177,1,0
29,4685,HardCode,180,1,7
30,11510,HardCode,181,1,5
