ID 0,HP 1,AI 2,DAMAGE 3,SPD 4,SKINID 5
1,1110,Easy,92,1,1
2,1160,Easy,93,1,7
3,1209,Normal,95,1,0
4,1259,Normal,96,1,2
5,1309,Normal,98,1,1
6,1358,Normal,99,1,2
7,1408,Normal,100,1,2
8,1458,Normal,102,1,5
9,1507,Normal,103,1,0
10,1557,Normal,104,1,0
11,1607,Normal,106,1,0
12,1656,Normal,107,1,2
13,1706,Hard,109,1,1
14,1756,Hard,110,1,0
15,1805,Hard,111,1,0
16,1855,Hard,113,1,1
17,1904,Hard,114,1,1
18,1954,Hard,115,1,0
19,2004,Hard,117,1,0
20,2053,Hard,118,1,1
21,2103,Hard,120,1,1
22,2153,Hard,121,1,0
23,2202,Hard,122,1,0
24,2252,Hard,124,1,1
25,2302,HardCode,125,1,0
26,2351,HardCode,126,1,2
27,2401,HardCode,128,1,0
28,2451,HardCode,129,1,3
29,2550,HardCode,132,1,4
30,6095,HardCode,133,1,5
